word,ipa,phonetic
emotional, ɪˈmoʊ ʃə nl ,ih-MOH-shuh-nl
emotionalism, ɪˈmoʊ ʃə nlˈɪz əm ,ih-MOH-shuh-nl-IZ-uhm
emotive, ɪˈmoʊ tɪv ,ih-MOH-tiv
empath, ˈɛmˌpæθ ,EM-path
empathetic, ˌɛm pəˈθɛt ɪk ,em-puh-THET-ik
empathic," ˌɛmpəˈθɛtɪk, ɛmˈpæθɪk ",
empathize, ˈɛm pəˌθaɪz ,EM-puh-thahyz
empathy, ˈɛm pə θi ,EM-puh-thee
empedocles, ɛmˈpɛd əˌkliz ,em-PED-uh-kleez
emperor, ˈɛm pər ər ,EM-per-er
emphasis, ˈɛm fə sɪs ,EM-fuh-sis
emphasize, ˈɛm fəˌsaɪz ,EM-fuh-sahyz
emphasized, ˈɛm fəˌsaɪzd ,EM-fuh-sahyzd
emphatic, ɛmˈfæt ɪk ,em-FAT-ik
emphatically," ɪmˈfætɪkəlɪ, -klɪ ",
empire," ˈɛm paɪər, ɒmˈpɪər ","EM-pahyuhr, om-PEER"
empirical, ɛmˈpɪr ɪ kəl ,em-PIR-i-kuhl
empirically, ɛmˈpɪr ɪk li ,em-PIR-ik-lee
empiricism, ɛmˈpɪr əˌsɪz əm ,em-PIR-uh-siz-uhm
empiricist, ɛmˈpɪər əs ɪst ,em-PEER-uhs-ist
emplace, ɛmˈpleɪs ,em-PLEYS
employ, ɛmˈplɔɪ ,em-PLOI
employability, ɛmˌplɔɪ əˈbɪl ɪ ti ,em-ploi-uh-BIL-i-tee
employed, ɛmˈplɔɪd ,em-PLOID
employee," ɛmˈplɔɪ i, ˌɛm plɔɪˈi ","em-PLOI-ee, em-ploi-EE"
employer, ɛmˈplɔɪ ər ,em-PLOI-er
employment, ɛmˈplɔɪ mənt ,em-PLOI-muhnt
emporium," ɛmˈpɔr i əm, -ˈpoʊr- ","em-PAWR-ee-uhm, -POHR-"
empower, ɛmˈpaʊ ər ,em-POU-er
empowerment, ɪmˈpaʊəmənt ,
empress, ˈɛm prɪs ,EM-pris
emptiness, ˈɛmp ti nɪs ,EMP-tee-nis
empty, ˈɛmp ti ,EMP-tee
empyreal," ɛmˈpɪr i əl, -ˈpaɪ ri-, ˌɛm pəˈri əl, -paɪ- ","em-PIR-ee-uhl, -PAHY-ree-, em-puh-REE-uhl, -pahy-"
empyrean," ˌɛm pəˈri ən, -paɪ-, ɛmˈpɪr i ən, -ˈpaɪ ri- ","em-puh-REE-uhn, -pahy-, em-PIR-ee-uhn, -PAHY-ree-"
emu, ˈi myu ,EE-myoo
emulate," ˈɛm yəˌleɪt, ˈɛm yə lɪt ","EM-yuh-leyt,EM-yuh-lit"
emulation, ˌɛm yəˈleɪ ʃən ,em-yuh-LEY-shuhn
emulator, ˈɛm yəˌleɪ tər ,EM-yuh-ley-ter
emulsify, ɪˈmʌl səˌfaɪ ,ih-MUHL-suh-fahy
emulsion, ɪˈmʌl ʃən ,ih-MUHL-shuhn
en, ɛn ,en
enable, ɛnˈeɪ bəl ,en-EY-buhl
enabled, ɛnˈeɪ bəld ,en-EY-buhld
enabler, ɛnˈeɪ blər ,en-EY-bler
enabling, ɛnˈeɪ blɪŋ ,en-EY-bling
enact, ɛnˈækt ,en-AKT
enactment, ɛnˈækt mənt ,en-AKT-muhnt
enamel, ɪˈnæm əl ,ih-NAM-uhl
enamelware, ɪˈnæm əlˌwɛər ,ih-NAM-uhl-wair
enamor, ɪˈnæm ər ,ih-NAM-er
enamored, ɪˈnæm ərd ,ih-NAM-erd
enamoured, ɪnˈæməd ,
encampment, ɛnˈkæmp mənt ,en-KAMP-muhnt
encapsulate," ɛnˈkæp səˌleɪt, -syʊ- ","en-KAP-suh-leyt, -syoo-"
encapsulation," ɛnˌkæp səˈleɪ ʃən, -syʊ- ","en-kap-suh-LEY-shuhn, -syoo-"
enceladus, ɛnˈsɛl ə dəs ,en-SEL-uh-duhs
encephalitis, ɛnˌsɛf əˈlaɪ tɪs ,en-sef-uh-LAHY-tis
encephalopathy, ɛnˌsɛf əˈlɒp ə θi ,en-sef-uh-LOP-uh-thee
enchant," ɛnˈtʃænt, -ˈtʃɑnt ","en-CHANT, -CHAHNT"
enchanted, ɪnˈtʃɑːntɪd ,
enchanter," ɛnˈtʃæn tər, -ˈtʃɑn- ","en-CHAN-ter, -CHAHN-"
enchanting," ɛnˈtʃæn tɪŋ, -ˈtʃɑn- ","en-CHAN-ting, -CHAHN-"
enchantment," ɛnˈtʃænt mənt, -ˈtʃɑnt- ","en-CHANT-muhnt, -CHAHNT-"
enchantress," ɛnˈtʃæn trɪs, -ˈtʃɑn- ","en-CHAN-tris, -CHAHN-"
enchilada," ˌɛn tʃəˈlɑ də, -ˈlæd ə ","en-chuh-LAH-duh, -LAD-uh"
encipher, ɛnˈsaɪ fər ,en-SAHY-fer
encircle, ɛnˈsɜr kəl ,en-SUR-kuhl
enclave," ˈɛn kleɪv, ˈɑn- ","EN-kleyv,AHN-"
enclose, ɛnˈkloʊz ,en-KLOHZ
enclosed, ɛnˈkloʊzd ,en-KLOHZD
enclosure, ɛnˈkloʊ ʒər ,en-KLOH-zher
encode, ɛnˈkoʊd ,en-KOHD
encomium, ɛnˈkoʊ mi əm ,en-KOH-mee-uhm
encompass, ɛnˈkʌm pəs ,en-KUHM-puhs
encompassing, ɛnˈkʌm pə sɪŋ ,en-KUHM-puh-sing
encore," ˈɑŋ kɔr, -koʊr, ˈɑn- ","AHNG-kawr, -kohr,AHN-"
encounter, ɛnˈkaʊn tər ,en-KOUN-ter
encourage," ɛnˈkɜr ɪdʒ, -ˈkʌr- ","en-KUR-ij, -KUHR-"
encouragement," ɛnˈkɜr ɪdʒ mənt, -ˈkʌr- ","en-KUR-ij-muhnt, -KUHR-"
encroach, ɛnˈkroʊtʃ ,en-KROHCH
encroaching, ɛnˈkroʊ tʃɪŋ ,en-KROH-ching
encroachment, ɛnˈkroʊtʃ mənt ,en-KROHCH-muhnt
encrustation, ˌɛn krʌˈsteɪ ʃən ,en-kruh-STEY-shuhn
encrypt, ɛnˈkrɪpt ,en-KRIPT
encryption, ɛnˈkrɪp ʃən ,en-KRIP-shuhn
enculturation, ɛnˌkʌl tʃəˈreɪ ʃən ,en-kuhl-chuh-REY-shuhn
encumber, ɛnˈkʌm bər ,en-KUHM-ber
encyclical," ɛnˈsɪk lɪ kəl, -ˈsaɪ klɪ- ","en-SIK-li-kuhl, -SAHY-kli-"
encyclopedia, ɛnˌsaɪ kləˈpi di ə ,en-sahy-kluh-PEE-dee-uh
encyclopedic, ɛnˌsaɪ kləˈpi dɪk ,en-sahy-kluh-PEE-dik
encyclopedist, ɛnˌsaɪ kləˈpi dɪst ,en-sahy-kluh-PEE-dist
encyst, ɛnˈsɪst ,en-SIST
end, ɛnd ,end
endanger, ɛnˈdeɪn dʒeɪr ,en-DEYN-jeyr
endangered, ɛnˈdeɪn dʒərd ,en-DEYN-jerd
endear, ɛnˈdɪər ,en-DEER
endearing, ɛnˈdɪər ɪŋ ,en-DEER-ing
endearment, ɛnˈdɪər mənt ,en-DEER-muhnt
endeavor, ɛnˈdɛv ər ,en-DEV-er
endeavors, ɛnˈdɛv ərz ,en-DEV-erz
endeavour, ɪnˈdɛvə ,
endemic, ɛnˈdɛm ɪk ,en-DEM-ik
enders, ˈɛn dərz ,EN-derz
endgame, ˈɛndˌɡeɪm ,
ending, ˈɛn dɪŋ ,EN-ding
endive," ˈɛn daɪv, ˈɑn div, ɑ̃ˈdiv ","EN-dahyv,AHN-deev, ahn-DEEV"
endless, ˈɛnd lɪs ,END-lis
endling, ˈɛnd lɪŋ ,ENDling
endocrine," ˈɛn də krɪn, -ˌkraɪn, -ˌkrin ","EN-duh-krin, -krahyn, -kreen"
endocrinology," ˌɛn doʊ krəˈnɒl ə dʒi, -kraɪ- ","en-doh-kruh-NOL-uh-jee, -krahy-"
endogenous, ɛnˈdɒdʒ ə nəs ,en-DOJ-uh-nuhs
endometrial, ˌɛn doʊˈmi tri əl ,en-doh-MEE-tree-uhl
endometriosis, ˌɛn doʊˌmi triˈoʊ sɪs ,en-doh-mee-tree-OH-sis
endometrium, ˌɛn doʊˈmi tri əm ,en-doh-MEE-tree-uhm
endomorphic, ˌɛn dəˈmɔr fɪk ,en-duh-MAWR-fik
endorphin, ɛnˈdɔr fɪn ,en-DAWR-fin
endorse, ɛnˈdɔrs ,en-DAWRS
endorsement, ɛnˈdɔrs mənt ,en-DAWRS-muhnt
endoscopy, ɛnˈdɒs kə pi ,en-DOS-kuh-pee
endothelial, ˌɛn doʊˈθi li əl ,en-doh-THEE-lee-uhl
endothermic, ˌɛn doʊˈθɜr mɪk ,en-doh-THUR-mik
endow, ɛnˈdaʊ ,en-DOU
endowed, ɛnˈdaʊd ,en-DOUD
endowment, ɛnˈdaʊ mənt ,en-DOU-muhnt
endpoint, ˈɛndˌpɔɪnt ,END-point
endrin, ˈɛn drɪn ,EN-drin
endurable," ɛnˈdʊər ə bəl, -ˈdyʊər- ","en-DOOR-uh-buhl, -DYOOR-"
endurance," ɛnˈdʊər əns, -ˈdyʊər- ","en-DOOR-uhns, -DYOOR-"
endure," ɛnˈdʊər, -ˈdyʊər ","en-DOOR, -DYOOR"
enduring," ɛnˈdʊər ɪŋ, -ˈdyʊər- ","en-DOOR-ing, -DYOOR-"
enduringly, ɛnˈdʊər ɪŋ li ,en-DOOR-ing-lee
enema, ˈɛn ə mə ,EN-uh-muh
enemy, ˈɛn ə mi ,EN-uh-mee
energetic, ˌɛn ərˈdʒɛt ɪk ,en-er-JET-ik
energize, ˈɛn ərˌdʒaɪz ,EN-er-jahyz
energy, ˈɛn ər dʒi ,EN-er-jee
enervate," ˈɛn ərˌveɪt, ɪˈnɜr vɪt ","EN-er-veyt, ih-NUR-vit"
enervated, ˈɛn ərˌveɪ tɪd ,EN-er-vey-tid
enervating, ˈɛnəˌveɪtɪŋ ,
enfield, ˈɛnˌfild ,EN-feeld
enfilade," ˈɛn fəˌleɪd, -ˌlɑd, ˌɛn fəˈleɪd, -ˈlɑd ","EN-fuh-leyd, -lahd, en-fuh-LEYD, -LAHD"
enfin, ɑ̃ˈfɛ̃ ,ahn-FAN
enfold, ɛnˈfoʊld ,en-FOHLD
enforce," ɛnˈfɔrs, -ˈfoʊrs ","en-FAWRS, -FOHRS"
enforcement," ɛnˈfɔrs mənt, -ˈfoʊrs- ","en-FAWRS-muhnt, -FOHRS-"
enforcer," ɛnˈfɔr sər, -ˈfoʊr- ","en-FAWR-ser, -FOHR-"
enfranchise, ɛnˈfræn tʃaɪz ,en-FRAN-chahyz
eng, ɛŋ ,eng
engage, ɛnˈgeɪdʒ ,en-GEYJ
engaged, ɛnˈgeɪdʒd ,en-GEYJD
engagement, ɛnˈgeɪdʒ mənt ,en-GEYJ-muhnt
engaging, ɛnˈgeɪ dʒɪŋ ,en-GEY-jing
engel, ˈɛŋ gəl ,ENG-guhl
engels," ˈɛŋ gəlz, ˈɛŋ əls, ˈɛn gyɪls ","ENG-guhlz,ENG-uhls,EN-gyils"
engender, ɛnˈdʒɛn dər ,en-JEN-der
engine, ˈɛn dʒən ,EN-juhn
engineer, ˌɛn dʒəˈnɪər ,en-juh-NEER
engineering, ˌɛn dʒəˈnɪər ɪŋ ,en-juh-NEER-ing
england," ˈɪŋ glənd, -lənd ","ING-gluhnd, -luhnd"
engle, ˈɛŋ gəl ,ENG-guhl
englewood, ˈɛŋ gəlˌwʊd ,ENG-guhl-wood
english," ˈɪŋ glɪʃ, -lɪʃ ","ING-glish, -lish"
englishman," ˈɪŋ glɪʃ mən, -lɪʃ- ","ING-glish-muhn, -lish-"
englishry," ˈɪŋ glɪʃ ri, -lɪʃ- ","ING-glish-ree, -lish-"
englishwoman," ˈɪŋ glɪʃˌwʊm ən, -lɪʃ- ","ING-glish-woom-uhn, -lish-"
engram, ˈɛn græm ,EN-gram
engraving, ɛnˈgreɪ vɪŋ ,en-GREY-ving
engross, ɛnˈgroʊs ,en-GROHS
engrossed, ɛnˈgroʊst ,en-GROHST
engrossing, ɛnˈgroʊ sɪŋ ,en-GROH-sing
engulf, ɛnˈgʌlf ,en-GUHLF
enhance," ɛnˈhæns, -ˈhɑns ","en-HANS, -HAHNS"
enhancement," ɛnˈhæns mənt, -ˈhɑns- ","en-HANS-muhnt, -HAHNS-"
enhancer," ɛnˈhæn sər, -ˈhɑn- ","en-HAN-ser, -HAHN-"
enid, ˈi nɪd ,EE-nid
enigma, əˈnɪg mə ,uh-NIG-muh
enigmatic," ˌɛn ɪgˈmæt ɪk, ˌi nɪg- ","en-ig-MAT-ik, ee-nig-"
eniwetok," ˌɛn əˈwi tɒk, əˈni wɪˌtɒk ","en-uh-WEE-tok,uh-NEE-wi-tok"
enjoin, ɛnˈdʒɔɪn ,en-JOIN
enjoy, ɛnˈdʒɔɪ ,en-JOI
enjoyable, ɛnˈdʒɔɪ ə bəl ,en-JOI-uh-buhl
enjoyment, ɛnˈdʒɔɪ mənt ,en-JOI-muhnt
enkidu, ˈɛn ki du ,EN-kee-doo
enlarge, ɛnˈlɑrdʒ ,en-LAHRJ
enlargement, ɛnˈlɑrdʒ mənt ,en-LAHRJ-muhnt
enlighten, ɛnˈlaɪt n ,en-LAHYT-n
enlightened, ɪnˈlaɪtənd ,
enlightening, ɛnˈlaɪt n ɪŋ ,en-LAHYT-n-ing
enlightenment, ɛnˈlaɪt n mənt ,en-LAHYT-n-muhnt
enlist, ɛnˈlɪst ,en-LIST
enlistment, ɛnˈlɪst mənt ,en-LIST-muhnt
enliven, ɛnˈlaɪ vən ,en-LAHY-vuhn
enmity, ˈɛn mɪ ti ,EN-mi-tee
ennis, ˈɛn ɪs ,EN-is
ennui," ɑnˈwi, ˈɑn wi, ɑ̃ˈnwi ","ahn-WEE,AHN-wee, ahn-NWEE"
enoch, ˈi nək ,EE-nuhk
enol," ˈi nɔl, ˈi nɒl ","EE-nawl,EE-nol"
enormity, ɪˈnɔr mɪ ti ,ih-NAWR-mi-tee
enormous, ɪˈnɔr məs ,ih-NAWR-muhs
enosis," ɪˈnoʊ sɪs, iˈnoʊ-, ˈɛ nɔ sis ","ih-NOH-sis, ee-NOH-,E-naw-sees"
enough, ɪˈnʌf ,ih-NUHF
enovid, ɛnˈɒv ɪd ,en-OV-id
enquire, ɛnˈkwaɪər ,en-KWAHYUHR
enquiries," ɛnˈkwaɪər iz, ˈɛn kwə riz ","en-KWAHYUHR-eez,EN-kwuh-reez"
enquiry," ɛnˈkwaɪər i, ˈɛn kwə ri ","en-KWAHYUHR-ee,EN-kwuh-ree"
enrage, ɛnˈreɪdʒ ,en-REYJ
enrapt, ɛnˈræpt ,en-RAPT
enrapture, ɛnˈræp tʃər ,en-RAP-cher
enrich, ɛnˈrɪtʃ ,en-RICH
enriched, ɛnˈrɪtʃt ,en-RICHT
enrichment, ɛnˈrɪtʃ mənt ,en-RICH-muhnt
enrico," ɛnˈri koʊ, ɛnˈri kɔ ","en-REE-koh, en-REE-kaw"
enright, ˈɛnraɪt ,
enroll, ɛnˈroʊl ,en-ROHL
enrollment, ɛnˈroʊl mənt ,en-ROHL-muhnt
enrolment, ɪnˈrəʊlmənt ,
ens," ɛnz, ɛns ","enz, ens"
ensconce, ɛnˈskɒns ,en-SKONS
ensconced, ɛnˈskɒnst ,en-SKONST
ensemble," ɑnˈsɑm bəl, -ˈsɑmb, ɑ̃ˈsɑ̃ blə ","ahn-SAHM-buhl, -SAHMB, ahn-SAHN-bluh"
enshittification, ˌɛnˌʃɪt ə fɪˈkeɪ ʃən ,en-shit-uh-fi-KEY-shuhn
enshrine, ɛnˈʃraɪn ,en-SHRAHYN
ensign," ˈɛn saɪn, ˈɛn sən ","EN-sahyn,EN-suhn"
enslave, ɛnˈsleɪv ,en-SLEYV
enslaved, ɛnˈsleɪvd ,en-SLEYVD
enslavement, ɛnˈsleɪv mənt ,en-SLEYV-muhnt
ensnare, ɛnˈsnɛər ,en-SNAIR
ensor, ˈɛn sɔr ,EN-sawr
ensue, ɛnˈsu ,en-SOO
ensued, ɛnˈsud ,en-SOOD
ensues, ɛnˈsuz ,en-SOOZ
ensuing, ɛnˈsu ɪŋ ,en-SOO-ing
ensure," ɛnˈʃʊər, -ˈʃɜr ","en-SHOOR, -SHUR"
entablature," ɛnˈtæb lə tʃər, -ˌtʃʊər ","en-TAB-luh-cher, -choor"
entail," ɛnˈteɪl, ɛnˈteɪl, ˈɛn teɪl ","en-TEYL, en-TEYL,EN-teyl"
entailed, ɛnˈteɪld ,en-TEYLD
entamoeba, ˌɛntəˈmiːbə ,
entangle, ɛnˈtæŋ gəl ,en-TANG-guhl
entanglement, ɛnˈtæŋ gəl mənt ,en-TANG-guhl-muhnt
entebbe," ɛnˈtɛb ə, -ˈtɛb i ","en-TEB-uh, -TEB-ee"
enter, ˈɛn tər ,EN-ter
enteric, ɛnˈtɛr ɪk ,en-TER-ik
enteritis, ˌɛn təˈraɪ tɪs ,en-tuh-RAHY-tis
enterprise, ˈɛn tərˌpraɪz ,EN-ter-prahyz
enterpriser, ˈɛn tərˌpraɪ zər ,EN-ter-prahy-zer
enterprising, ˈɛn tərˌpraɪ zɪŋ ,EN-ter-prahy-zing
entertain, ˌɛn tərˈteɪn ,en-ter-TEYN
entertainer, ˌɛn tərˈteɪ nər ,en-ter-TEY-ner
entertaining, ˌɛn tərˈteɪ nɪŋ ,en-ter-TEY-ning
entertainment, ˌɛn tərˈteɪn mənt ,en-ter-TEYN-muhnt
enthalpy," ˈɛn θæl pi, ɛnˈθæl- ","EN-thal-pee, en-THAL-"
enthrall, ɛnˈθrɔl ,en-THRAWL
enthralled, ɛnˈθrɔld ,en-THRAWLD
enthralling, ɪnˈθrɔːlɪŋ ,
enthuse, ɛnˈθuz ,en-THOOZ
enthusiasm, ɛnˈθu ziˌæz əm ,en-THOO-zee-az-uhm
enthusiast," ɛnˈθu ziˌæst, -ɪst ","en-THOO-zee-ast, -ist"
enthusiastic, ɛnˌθu ziˈæs tɪk ,en-thoo-zee-AS-tik
enthusiastically, ɛnˌθu ziˈæs tɪk li ,en-thoo-zee-AS-tik-lee
enthymeme, ˈɛn θəˌmim ,EN-thuh-meem
entice, ɛnˈtaɪs ,en-TAHYS
enticement, ɛnˈtaɪs mənt ,en-TAHYS-muhnt
enticing, ɛnˈtaɪ sɪŋ ,en-TAHY-sing
enticingly, ɛnˈtaɪs ɪŋ li ,en-TAHYS-ing-lee
entire, ɛnˈtaɪər ,en-TAHYUHR
entirely, ɛnˈtaɪər li ,en-TAHYUHR-lee
entirety," ɛnˈtaɪər ti, -ˈtaɪ rɪ- ","en-TAHYUHR-tee, -TAHY-ri-"
entitled, ɛnˈtaɪt ld ,en-TAHYT-ld
entitlement, ɛnˈtaɪ tl mənt ,en-TAHY-tl-muhnt
entity, ˈɛn tɪ ti ,EN-ti-tee
entomological, ˌɛn tə məˈlɑdʒ ɪk əl ,en-tuh-muh-LAHJ-ik-uhl
entomologist, ˌɛn təˈmɒl ə dʒɪst ,en-tuh-MOL-uh-jist
entomology, ˌɛn təˈmɒl ə dʒi ,en-tuh-MOL-uh-jee
entourage, ˌɑn tʊˈrɑʒ ,ahn-too-RAHZH
entrails," ˈɛn treɪlz, -trəlz ","EN-treylz, -truhlz"
entrainment, ɛnˈtreɪn mənt ,en-TREYN-muhnt
entrance, ˈɛn trəns ,EN-truhns
entranced, ɛnˈtrænst ,en-TRANST
entrancing," ɛnˈtræn sɪŋ, -ˈtrɑn- ","en-TRAN-sing, -TRAHN-"
entrant, ˈɛn trənt ,EN-truhnt
entrapment, ɛnˈtræp mənt ,en-TRAP-muhnt
entreat, ɛnˈtrit ,en-TREET
entreaty, ɛnˈtri ti ,en-TREE-tee
entree, ˈɑn treɪ ,AHN-trey
entrench, ɛnˈtrɛntʃ ,en-TRENCH
entrenched, ɛnˈtrɛntʃt ,en-TRENCHT
entrenchment, ɛnˈtrɛntʃ mənt ,en-TRENCH-muhnt
entrepreneur," ˌɑn trə prəˈnɜr, -ˈnʊər, ɑ̃ trə prəˈnœr ","ahn-truh-pruh-NUR, -NOOR, ahn-truh-pruh-NŒR"
entrepreneurial," ˌɑn trə prəˈnɜr i əl, -ˈnʊər- ","ahn-truh-pruh-NUR-ee-uhl, -NOOR-"
entresol," ˈɛn tərˌsɒl, ˈɑn trə-, ˈɛn-, ɑ̃ trəˈsɔl ","EN-ter-sol,AHN-truh-,EN-, ahn-truh-SAWL"
entropy, ˈɛn trə pi ,EN-truh-pee
entrust, ɛnˈtrʌst ,en-TRUHST
entry, ˈɛn tri ,EN-tree
entryway, ˈɛn triˌweɪ ,EN-tree-wey
entwined, ɛnˈtwaɪnd ,en-TWAHYND
enuf, ɪˈnʌf ,ih-NUHF
enugu, eɪˈnu gu ,ey-NOO-goo
enumerate," ɪˈnu məˌreɪt, ɪˈnyu- ","ih-NOO-muh-reyt, ih-NYOO-"
enumerated," ɪˈnu məˌreɪ tɪd, ɪˈnyu- ","ih-NOO-muh-rey-tid, ih-NYOO-"
enumeration," ɪˌnu məˈreɪ ʃən, ɪˌnyu- ","ih-noo-muh-REY-shuhn, ih-nyoo-"
enunciate, ɪˈnʌn siˌeɪt ,ih-NUHN-see-eyt
enunciation, ɪˌnʌn siˈeɪ ʃən ,ih-nuhn-see-EY-shuhn
envelop," ɛnˈvɛl əp, ɛnˈvɛl əp, ˈɛn və ləp, ˈɑn- ","en-VEL-uhp, en-VEL-uhp,EN-vuh-luhp,AHN-"
envelope," ˈɛn vəˌloʊp, ˈɑn- ","EN-vuh-lohp,AHN-"
envelopment, ɛnˈvɛl əp mənt ,en-VEL-uhp-muhnt
enviable, ˈɛn vi ə bəl ,EN-vee-uh-buhl
envious, ˈɛn vi əs ,EN-vee-uhs
environment," ɛnˈvaɪ rən mənt, -ˈvaɪ ərn- ","en-VAHY-ruhn-muhnt, -VAHY-ern-"
environmental," ɛnˌvaɪ rənˈmɛn tl, -ˌvaɪ ərn- ","en-vahy-ruhn-MEN-tl, -vahy-ern-"
environmentalism, ɪnˌvaɪrənˈmɛntəˌlɪzəm ,
environmentalist," ɛnˌvaɪ rənˈmɛn tl ɪst, -ˌvaɪ ərn- ","en-vahy-ruhn-MEN-tl-ist, -vahy-ern-"
environmentally," ɛnˌvaɪ rənˈmɛnt ə li, ɛnˌvaɪ ərn- ","en-vahy-ruhn-MENT-uh-lee, en-vahy-ern-"
environs," ɛnˈvaɪ rənz, -ˈvaɪ ərnz, ˈɛn vər ənz, -vaɪ ərnz ","en-VAHY-ruhnz, -VAHY-ernz,EN-ver-uhnz, -vahy-ernz"
envisage, ɛnˈvɪz ɪdʒ ,en-VIZ-ij
envision, ɛnˈvɪʒ ən ,en-VIZH-uhn
envoy," ˈɛn vɔɪ, ˈɑn- ","EN-voi,AHN-"
envy, ˈɛn vi ,EN-vee
enzymatic," ˌɛn zaɪˈmæt ɪk, -zɪ- ","en-zahy-MAT-ik, -zi-"
enzyme, ˈɛn zaɪm ,EN-zahym
eocene, ˈi əˌsin ,EE-uh-seen
eolian, iːˈəʊlɪən ,
eon," ˈi ən, ˈi ɒn ","EE-uhn,EE-on"
eos, ˈi ɒs ,EE-os
ep, ɛp ,
epazote, ˈɛp əˌzoʊt ,EP-uh-zoht
ephemera, ɪˈfɛm ər ə ,ih-FEM-er-uh
ephemeral, ɪˈfɛm ər əl ,ih-FEM-er-uhl
ephesus, ˈɛf ə səs ,EF-uh-suhs
ephraim," ˈi fri əm, ˈi frəm, ˈɛf rəm ","EE-free-uhm,EE-fruhm,EF-ruhm"
epiblast, ˈɛp əˌblæst ,EP-uh-blast
epic, ˈɛp ɪk ,EP-ik
epically, ˈɛp ɪk li ,EP-ik-lee
epicenter, ˈɛp əˌsɛn tər ,EP-uh-sen-ter
epictetus, ˌɛp ɪkˈti təs ,ep-ik-TEE-tuhs
epicure, ˈɛp ɪˌkyʊər ,EP-i-kyoor
epicurean," ˌɛp ɪ kyʊˈri ən, -ˈkyʊər i- ","ep-i-kyoo-REE-uhn, -KYOOR-ee-"
epicureanism," ˌɛp ɪ kyʊˈri əˌnɪz əm, -ˈkyʊər i- ","ep-i-kyoo-REE-uh-niz-uhm, -KYOOR-ee-"
epicurus, ˌɛp ɪˈkyʊər əs ,ep-i-KYOOR-uhs
epidaurus, ˌɛp ɪˈdɔr əs ,ep-i-DAWR-uhs
epidemic, ˌɛp ɪˈdɛm ɪk ,ep-i-DEM-ik
epidemiological, ˌɛp ə di mi əˈlɑ dʒɪk əl ,ep-uh-dee-mee-uh-LAH-jik-uhl
epidemiologist," ˌɛp ɪˌdi miˈɑ lədʒ ɪst, ˌɛp ɪˌdɛ- ","ep-i-dee-mee-AH-luhj-ist, ep-i-de-"
epidemiology," ˌɛp ɪˌdi miˈɒl ə dʒi, -ˌdɛm i- ","ep-i-dee-mee-OL-uh-jee, -dem-ee-"
epidermis, ˌɛp ɪˈdɜr mɪs ,ep-i-DUR-mis
epidural," ˌɛp ɪˈdʊər əl, -ˈdyʊər- ","ep-i-DOOR-uhl, -DYOOR-"
epigenetic, ˌɛp ɪ dʒəˈnɛt ɪk ,ep-i-juh-NET-ik
epigenetics, ˌɛp ɪ dʒəˈnɛt ɪks ,ep-i-juh-NET-iks
epigenome, ˌɛp ɪˈdʒi noʊm ,ep-i-JEE-nohm
epigram, ˈɛp ɪˌgræm ,EP-i-gram
epigraph," ˈɛp ɪˌgræf, -ˌgrɑf ","EP-i-graf, -grahf"
epilepsy, ˈɛp əˌlɛp si ,EP-uh-lep-see
epilogue," ˈɛp əˌlɔg, -ˌlɒg ","EP-uh-lawg, -log"
epinephrine," ˌɛp əˈnɛf rɪn, -rin ","ep-uh-NEF-rin, -reen"
epipen, ˈɛp iˌpɛn ,EP-ee-pen
epiphany, ɪˈpɪf ə ni ,ih-PIF-uh-nee
epirus, ɪˈpaɪ rəs ,ih-PAHY-ruhs
episcopacy, ɪˈpɪs kə pə si ,ih-PIS-kuh-puh-see
episcopal, ɪˈpɪs kə pəl ,ih-PIS-kuh-puhl
episcopalian," ɪˌpɪs kəˈpeɪl yən, -ˈpeɪ li ən ","ih-pis-kuh-PEYL-yuhn, -PEY-lee-uhn"
episiotomy," əˌpi ziˈɒt ə mi, ˌɛp ə saɪ- ","uh-pee-zee-OT-uh-mee, ep-uh-sahy-"
episode," ˈɛp əˌsoʊd, -ˌzoʊd ","EP-uh-sohd, -zohd"
episodic," ˌɛp əˈsɒd ɪk, -ˈzɒd- ","ep-uh-SOD-ik, -ZOD-"
episteme, ˌɛp əˈsti mi ,ep-uh-STEE-mee
epistemological, ɪˌpɪs tə məˈlɒdʒ ɪ kəl ,ih-pis-tuh-muh-LOJ-i-kuhl
epistemology, ɪˌpɪs təˈmɒl ə dʒi ,ih-pis-tuh-MOL-uh-jee
epistle, ɪˈpɪs əl ,ih-PIS-uhl
epistolary, ɪˈpɪs tlˌɛr i ,ih-PIS-tl-er-ee
epistrophe, ɪˈpɪs trə fi ,ih-PIS-truh-fee
epitaph," ˈɛp ɪˌtæf, -ˌtɑf ","EP-i-taf, -tahf"
epithelial, ˌɛp əˈθi li əl ,ep-uh-THEE-lee-uhl
epithelium, ˌɛp əˈθi li əm ,ep-uh-THEE-lee-uhm
epithet, ˈɛp əˌθɛt ,EP-uh-thet
epitome, ɪˈpɪt ə mi ,ih-PIT-uh-mee
epitomize, ɪˈpɪt əˌmaɪz ,ih-PIT-uh-mahyz
epoch," ˈɛp ək, ˈi pɒk ","EP-uhk,EE-pok"
epochal," ˈɛp ə kəl, ˈi pɒ- ","EP-uh-kuhl,EE-po-"
eponymous, əˈpɒn ə məs ,uh-PON-uh-muhs
epoxy, ɪˈpɒk si ,ih-POK-see
